# 1000 random points
# x		y
108406777	299318865
1678971710	1900570294
200295839	1910726583
41830124	1132704548
1340623541	293629581
162080074	1668036674
1201511611	323240019
931063256	1390075280
1746918705	1678927497
266095638	1309251214
1325353367	633900719
753436548	2084061884
1281629037	1639047749
1783174050	1376554394
1449453619	1637443275
304650224	1470418600
221512041	101932481
935905262	18213222
2105267343	240493735
1578582812	1925983572
704793381	2042041597
427652346	336016882
124463787	1689117763
987985160	1751698112
1823569057	1927611385
1855841990	2119089982
2024785543	1841332639
1153358260	40882924
13613533	711517877
16886098	1777570122
918045731	2083887291
122281248	1392325080
1116935897	1611544881
1852639390	1751218198
88145791	454755735
1707060044	1879020420
26560405	719075181
1520242858	1677000610
2104497307	243295283
1507995704	1034183664
860866577	286383465
907251062	507999214
1521573751	1104351375
900077540	1938018076
1364710477	602007333
631442178	1195041018
961707027	1073358507
1402916432	1217184008
1599760457	451858593
1455084878	2026246854
585025135	288522887
1646952316	1907418548
1423458309	730256861
1282603098	595629394
70998667	447397923
895358824	1599121696
1721882497	396358361
1901608998	938390686
1770198119	1541356415
1269907988	1701263180
1813211837	814998421
2046310578	411925674
463638531	632688795
1902799744	980843576
1544615353	1234969617
1680682494	547273078
2075404639	660282231
785039276	2033394660
499266677	1443754061
522857482	1270150914
941358203	1826355219
1828334232	284203600
688825073	794182729
675741398	1241481550
929293655	730071663
2108905540	1355615100
853114157	1052105733
680276578	223765594
1423409139	2012763787
1907340464	2040357736
1627242281	113062785
1593774766	453405734
1256204367	1108594791
1775463388	43601428
1107961061	1216906941
1672326074	777856178
1730214507	847449091
1327065544	2093430656
79506017	1086050745
259705222	2012535294
1683149383	1176528223
490691188	1093159852
725683101	943640693
346683410	96507914
98585571	1125120123
741452256	1436841624
908575897	1689845489
338395998	534260438
1363264319	1671143767
607618060	884368452
52891989	1422760237
1000896362	637804130
18437211	1389296627
148821240	1675067568
1536454097	1679268649
944676918	973717166
235854647	1456694351
111691940	78378972
1856050701	1927659749
173836738	1119295418
1768682451	1158411883
1869826832	1290712520
861275657	1572243041
91062286	330233222
1165490735	468815431
296355900	287139444
1850735045	1886660509
159747866	1173677074
127142475	1588512739
1445817384	1306818016
1463512385	1366335641
1088258790	221851486
